product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/asian-mercury-11-mint-sports-gym-walking-training-stylish-running-shoes-women/p/itmd59c8ace18690?pid=SHOGPDFBT6ZTMUDH&lid=LSTSHOGPDFBT6ZTMUDHEB3NFT&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_77&otracker=search&otracker1=search&fm=Search&iid=en_Lj3uClNDNPpPrQVauvGytQPVAkrMj3yv50Yu_KBylyvlK6BB3SqdxxSzqJqGTWHDidwznJ0SK07uAf-YXBCrsw1kFuKnWaINrJqv3pKVKuU%3D&ppt=sp&ppn=sp&ssid=xiyw32okw00000001775908367204&qH=32e27b1148959538&ov_redirect=true,"asian Mercury-11 Mint Sports,Gym,Walking,Training,Stylish Running...more",asian,847,6.36,4.2,108873
https://www.flipkart.com/action-athleo-kia-202-comfortable-trendy-lightweight-durable-sports-lace-up-running-shoes-women/p/itmf93f259db96be?pid=SHOGSWWUCQEDCN2N&lid=LSTSHOGSWWUCQEDCN2NJPKZBC&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_78&otracker=search&otracker1=search&fm=Search&iid=en_Lj3uClNDNPpPrQVauvGytQPVAkrMj3yv50Yu_KBylyvxqxtfYoizWvOibj-7wVHHnJYrpL_s7GJkNHgy3Vd07fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=xiyw32okw00000001775908367204&qH=32e27b1148959538&ov_redirect=true,ACTION Athleo KIA-202 Comfortable Trendy Lightweight Durable Spor...more,ACTION,1099,7.5,4.2,92
https://www.flipkart.com/sparx-sl-170-running-shoes-women/p/itm655be528d709f?pid=SHOFYN5GXYW3GAKY&marketplace=FLIPKART&ov_redirect=true,Sparx SL 170 Running Shoes For Women,Sparx,734,6.3,4.3,24517
https://www.flipkart.com/action-athleo-kia-208-comfortable-trendy-lightweight-durable-sports-lace-up-running-shoes-women/p/itm1c11b076083e6?pid=SHOHFXFMZGEHCR9G&marketplace=FLIPKART&ov_redirect=true,ACTION Athleo KIA-208 Comfortable Trendy Lightweight Durable Spor...more,ACTION,842,6.74,3.9,162
https://www.flipkart.com/skitter-stylish-light-weight-comfortable-sports-shoes-women-walking/p/itm0f251ed5c3b56?pid=SHOHBEZ7MMGHBPUF&lid=LSTSHOHBEZ7MMGHBPUF5RFSE8&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_81&otracker=search&otracker1=search&fm=Search&iid=en_x6adVQQe0uNhQscPAzcpHz5F5KRqiMDL7dEZ2zJIkaMtgUuNdf-4GnSnEa3RC_osbBFxvdDkdx1rOvlStnaDHw%3D%3D&ppt=sp&ppn=sp&ssid=c20b4vrs6o0000001775908368902&qH=32e27b1148959538&ov_redirect=true,SKITTER STYLISH LIGHT WEIGHT AND COMFORTABLE SPORTS SHOES FOR WOM...more,SKITTER,508,0.07,4.1,1427
https://www.flipkart.com/vokline-women-sports-shoes-running-shoes-trekking-shoes-gym-shoes-outdoors/p/itm119cf8f5a660d?pid=SHOGBSKGMHXDPP5Z&lid=LSTSHOGBSKGMHXDPP5Z7XWQZJ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_82&otracker=search&otracker1=search&fm=Search&iid=en_x6adVQQe0uNhQscPAzcpHz5F5KRqiMDL7dEZ2zJIkaNyvUNcZKIlSs6juxCKnKRewBgKzG2yuq4Dh1SXeRlcNw%3D%3D&ppt=sp&ppn=sp&ssid=c20b4vrs6o0000001775908368902&qH=32e27b1148959538&ov_redirect=true,"Vokline Women sports shoes,Running shoes,Trekking Shoes,gym shoes...more",Vokline,264,0.07,4.1,158089
https://www.flipkart.com/vokline-women-sports-shoes-running-shoes-trekking-shoes-gym-shoes-outdoors/p/itmd28f73dfdbae0?pid=SHOGKRMTAHHJPHU2&lid=LSTSHOGKRMTAHHJPHU2AARVBQ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_87&otracker=search&otracker1=search&fm=Search&iid=en_x6adVQQe0uNhQscPAzcpHz5F5KRqiMDL7dEZ2zJIkaOSpiERlr6wkBioPT_n8sfYJiTIZuVIM2BoyrtVJ0EB0Q%3D%3D&ppt=sp&ppn=sp&ssid=c20b4vrs6o0000001775908368902&qH=32e27b1148959538&ov_redirect=true,"Vokline Women sports shoes,Running shoes,Trekking Shoes,Gym shoes...more",Vokline,271,0.07,4.1,158089
https://www.flipkart.com/fabbmate-trendy-sports-shoes-women-s-running-walking-memory-foam-running-women/p/itmc5814f4e2a802?pid=SHOGH3Y29E3ERWYG&lid=LSTSHOGH3Y29E3ERWYGOI2TYK&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_88&otracker=search&otracker1=search&fm=Search&iid=en_x6adVQQe0uNhQscPAzcpHz5F5KRqiMDL7dEZ2zJIkaN-l0Ej_UGWWsRV9X-JwLFf9fm-N0HuxRq6CBrMgorW2g%3D%3D&ppt=sp&ppn=sp&ssid=c20b4vrs6o0000001775908368902&qH=32e27b1148959538&ov_redirect=true,"Fabbmate Trendy Sports Shoes for Women's Running,Walking with Mem...more",Fabbmate,291,0.07,4,158069
https://www.flipkart.com/skitter-stylish-light-weight-comfortable-sports-shoes-women-walking/p/itm3d4242c7b6e52?pid=SHOHBEZ7ZUVWCZMJ&lid=LSTSHOHBEZ7ZUVWCZMJCG3LBU&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_91&otracker=search&otracker1=search&fm=Search&iid=en_x6adVQQe0uNhQscPAzcpHz5F5KRqiMDL7dEZ2zJIkaNKspBR47gl0ZUJTaxAaluOfC8IdsgBk9rM7cXqHyRyxA%3D%3D&ppt=sp&ppn=sp&ssid=c20b4vrs6o0000001775908368902&qH=32e27b1148959538&ov_redirect=true,SKITTER STYLISH LIGHT WEIGHT AND COMFORTABLE SPORTS SHOES FOR WOM...more,SKITTER,490,0.07,4.1,1427
https://www.flipkart.com/abros-pastel-running-shoes-women/p/itm54ebf6f4bef28?pid=SHOHKAMB3UYBZCHC&lid=LSTSHOHKAMB3UYBZCHCMJ7GNG&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_92&otracker=search&otracker1=search&fm=Search&iid=en_x6adVQQe0uNhQscPAzcpHz5F5KRqiMDL7dEZ2zJIkaNuVFzWXP3qH96GG-bFJ27Zd6CzmeBaiEB4leGYNg1wBfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=c20b4vrs6o0000001775908368902&qH=32e27b1148959538&ov_redirect=true,Abros PASTEL Running Shoes For Women,Abros,659,7.64,4.4,44
